,id,title,year,vote_count,vote_average,popularity,genres,poster_path,director,actor,poster,link,crawling_title
3595,9679,Gone in Sixty Seconds,2000,1511.0,6.1,14.091764999999999,"['Action', 'Crime', 'Thriller']",/nb2TRrlSdgi8wZAxTHdhsN0yMJw.jpg,도미닉 세나,['니콜라스 케이지'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0297/B9713-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29713,식스티 세컨즈
3601,10264,Hamlet,1990,95.0,6.7,12.50303,"['Drama', 'History']",/fGn85pj0Ti4vajiTPZZA8xaNLvz.jpg,로리안 포르통,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/1663/166332_P01_164714.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=166332,햄릿
3602,31657,Coming Home,1978,38.0,6.9,3.176733,"['Drama', 'Romance', 'War']",/A90BfmMNpsISTDN8kRdOUHSBsU6.jpg,이노우에 류타,"['후루카와 유우키', '류세이 료']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1960/196042_P00_172005.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=196042,리스타트는 지금부터
3604,17814,Assault on Precinct 13,1976,223.0,7.1,11.881808,"['Action', 'Crime']",/nKwww1DA43Y1H5XfHdaGFxIIXzD.jpg,장-프랑소와 리셰,"['에단 호크', '로렌스 피시번', '존 레귀자모', '가브리엘 번']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0398/C9895-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39895,어썰트 <b>13</b>
3605,11879,Near Dark,1987,149.0,6.8,7.906536999999999,"['Drama', 'Horror', 'Thriller']",/saRst8v7T8uJTjmd64VOCx1JoQ4.jpg,캐서린 비글로우,"['아드리안 패스더', '제니 라이트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0124/A2460-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12460,죽음의 키스
3607,482,Shaft,1971,68.0,6.5,3.73688,"['Adventure', 'Action', 'Thriller', 'Crime']",/ez5aGeyOvG2F1QzKYHzkMmkDuM2.jpg,팀 스토리,"['사무엘 L. 잭슨', '제시 어셔', '레지나 홀']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1720/172085_P01_194040.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172085,샤프트
3608,592,The Conversation,1974,377.0,7.5,13.245638,"['Crime', 'Drama', 'Mystery']",/un30a9MWgCzMIBpOp3P29W5eHvZ.jpg,김현주,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/2075/207560_P01_101724.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=207560,손의 대화
3609,31593,Cutter's Way,1981,32.0,6.3,2.696125,"['Drama', 'Mystery', 'Thriller', 'Crime']",/nNtW7xwpP3fwGWqgBYCm564S7zq.jpg,이반 패저,"['제프 브리지스', '존 허드']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0931/93199_P01_181713.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=93199,커터스 웨이
3610,12611,The Fury,1978,73.0,6.2,11.844028999999999,"['Horror', 'Science Fiction', 'Thriller']",/u23CCG87bWtpnPuSLMWpLkdK75H.jpg,사샤 젠킨스,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/2048/204873_P01_170830.png,https://movie.naver.com/movie/bi/mi/basic.nhn?code=204873,비친’: 더 사운드 엔드 퓨리 오브 릭 제임스
3612,32047,Prince of the City,1981,40.0,7.3,3.5986269999999996,"['Drama', 'Thriller', 'Crime']",/pQts47eom7kq2O8qwg87DgVV2sK.jpg,로즐란 후신,"['줄리안 치아', '마이클 매드슨', '아론 아지즈', '제한 미스킨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1451/145143_P01_181759.png,https://movie.naver.com/movie/bi/mi/basic.nhn?code=145143,도시의 후계자
3613,9040,Serpico,1973,429.0,7.5,12.842165,"['Crime', 'Drama', 'History']",/dq3PTFp0lLlEa2TnJepEknU2Sys.jpg,안토니오 D. 암브로시오,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/1623/162390_P01_123801.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162390,프랭크 세르피코
3614,25364,Ace in the Hole,1951,128.0,7.9,11.046411,['Drama'],/pkotGgcrakpnUj3fo4841VYLTf9.jpg,장지초,"['유충량', '용군아']",,https://movie.naver.com/movie/bi/mi/basic.nhn?code=80210,호소자적하일초
3616,5121,The Sugarland Express,1974,70.0,6.4,4.506948,"['Crime', 'Drama']",/9jS4EeZjUSeBuM4Fe8ZR2HprwZR.jpg,스티븐 스필버그,['골디 혼'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0145/A4575-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14575,슈가랜드 특급
3617,195,Trouble in Paradise,1932,48.0,7.3,3.351442,"['Comedy', 'Romance']",/ryD4JeSYCix4rEfpmQRM8rJXSFm.jpg,크리스토퍼 호너,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/0466/D6605-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=46605,"사라지는 섬, 투발루"
3618,6978,Big Trouble in Little China,1986,727.0,7.1,11.109932,"['Action', 'Adventure', 'Comedy', 'Fantasy']",/yorjHTeWauQd81QeWoqMAHXAcCj.jpg,존 카펜터,['커트 러셀'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0114/A1400-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11400,빅 트러블
3619,3133,Badlands,1973,301.0,7.5,16.641976,"['Crime', 'Drama']",/yAFn7Bc80pF98DOxRs85d78jWbD.jpg,앤디 파머,"['레이첼 디마리아', '캐트리나 노먼', '폴 소터']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1409/140970_P01_183300.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140970,배들랜즈 투 케인
3620,643,Battleship Potemkin,1925,201.0,7.6,12.912844999999999,"['Drama', 'History']",/A5kk0FA4kS9sHLYzC6NI72OOhPc.jpg,세르게이 에이젠슈타인,"['이반 보브로프', '베아트리스 비톨디', 'N. 폴타브세바', '줄리아 아인스타인', '그리고리 알렉산드로프', '알렉산드르 안토노브', '세르게이 에이젠슈타인']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0104/A0470-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10470,전함 포템킨
3621,10571,Boys and Girls,2000,107.0,5.4,10.070988,"['Comedy', 'Drama', 'Romance']",/f0XMxKJfaf9xeN1yYVON0tHlLxV.jpg,터렌스 낸시,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/1591/159160_P01_181255.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159160,18 블랙 걸스 / 보이스 에이지스 1-18 후 해브 어라이브드 앳 더 싱귤래리티 앤드 얼 더스 스피리추얼 머신스: $X 인 앤 에디션 오브 $97 콰드릴리언
3622,479,Shaft,2000,316.0,5.5,7.420019,"['Action', 'Adventure', 'Crime', 'Thriller']",/bqlpFp96uWu2VDpsm4MVvLXdumh.jpg,팀 스토리,"['사무엘 L. 잭슨', '제시 어셔', '레지나 홀']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1720/172085_P01_194040.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172085,샤프트
3623,7450,Titan A.E.,2000,320.0,6.3,7.515631,"['Animation', 'Action', 'Science Fiction', 'Family', 'Adventure']",/huI8CYyxY0BhzJSLn6XAP4nWAv.jpg,돈 블루스,"['맷 데이먼', '드류 베리모어', '빌 풀만', '네이단 레인', '톤 로크', '짐 브리어']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0295/B9556-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29556,타이탄 <b>AE</b>
3624,31023,Butterfly,1999,44.0,7.2,2.753674,['Drama'],/yEgUOehlMtK9LfZjvYr0bQn9d2.jpg,쿠보타 쇼지,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/2018/201858_P01_133415.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=201858,나비수집가 : 붉은 방
3629,7443,Chicken Run,2000,1190.0,6.5,11.834245,"['Animation', 'Comedy', 'Family']",/z0MafJgUnVyVbczicYMkPKKHkBi.jpg,피터 로드,"['멜 깁슨', '줄리아 사왈라', '미란다 리차드슨', '필 다니엘스', '린 퍼거슨', '토니 헤이가스', '제인 호록스', '티모시 스폴', '이멜다 스턴톤', '벤자민 휘트로']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0295/B9558-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29558,치킨 런
3630,2123,"Me, Myself & Irene",2000,956.0,6.1,9.95456,['Comedy'],/y7OG1Y2UvnaEoQEQIonnykJvdwt.jpg,세르지오 칸네토,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/1209/120917_P02_160616.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120917,온 더 피프스 에이프릴 아이윌 킬 마이셀프
3631,2024,The Patriot,2000,1130.0,6.8,15.960788,"['Drama', 'History', 'War', 'Action']",/tgXOraQmKatqrVs2KMgnNn6QpO.jpg,프라샤스트 싱,['프라샤스트 싱'],https://ssl.pstatic.net/imgmovie/mdi/mit110/1751/175104_P01_154246.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175104,패트리어트: 더 프리덤 파이터
3632,17711,The Adventures of Rocky & Bullwinkle,2000,89.0,3.9,11.880936,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",/pjzt6S76Uumm0aZtxNAVhDCLQ0P.jpg,데스 맥아너프,"['르네 루소', '제이슨 알렉산더', '에드 게일', '랜디 퀘이드', '켈 미첼', '케넌 톰슨', '파이퍼 페라보', '로버트 드 니로']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0297/B9774-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29774,록키와 불윙클
3633,2133,The Perfect Storm,2000,609.0,6.2,18.911960999999998,['Drama'],/uARMPDyjiENKyUz7JRmQmLCH8L5.jpg,볼프강 페터젠,"['조지 클루니', '마크 월버그']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0296/B9663-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29663,퍼펙트 스톰
3636,28774,Communion,1989,44.0,5.0,2.6283060000000003,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",/wfbasvm4cgbNuctLMW9u2kox3Os.jpg,브랜단 세르비노,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/2039/203971_P01_175339.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=203971,더 커뮤니언 오브 마이 커즌 안드레아
3637,46929,Fun & Fancy Free,1947,64.0,6.2,4.590576,"['Animation', 'Family', 'Music']",/1OuUZOWCSwPSxkZZeArFSA01LlV.jpg,코디 칼라한,"['에반 마쉬', '앰버 골드파브', '아리 밀런']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1982/198233_P03_105454.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=198233,사악한 쾌락
3638,11598,The Kentucky Fried Movie,1977,67.0,6.4,9.133988,['Comedy'],/mKsEoJf6Anet52lsWPfQEYcX5xr.jpg,존 랜디스,"['소울 카한', '데이빗 주커', '마시 골드먼']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1936/193610_P01_103446.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=193610,켄터키 프라이드 무비
3639,9702,Bound by Honor,1993,116.0,7.7,6.398031,"['Action', 'Crime', 'Drama', 'Thriller']",/ljWRROEZCLrBlSa4eWUBHq7zvnm.jpg,마이클 프리스,['척 노리스'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0397/39748_P01_174456.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39748,로건의 전쟁
3641,9873,F/X,1986,91.0,6.4,6.620556,"['Crime', 'Thriller', 'Action']",/6VAiIPBnIRPWXi70sxsHDn9rXA8.jpg,마리오 아조파디,"['카메론 대드도', '크리스티나 콕스', '리처드 워']",,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24177,에프 엑스 - 시리즈
3642,16820,F/X2,1991,38.0,5.8,3.186817,"['Adventure', 'Action', 'Comedy', 'Thriller']",/v44Ozx00NDrYYvvqI9fMVPHU0Gz.jpg,리처드 프랭클린,"['브라이언 브라운', '브라이언 데니히']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0110/A1042-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11042,에프 엑스 <b>2</b>
3643,14864,The Hot Spot,1990,48.0,6.4,3.985689,"['Drama', 'Thriller', 'Crime', 'Romance']",/fMY8wTX1xYxWDuXEOPkfNwAzguo.jpg,데니스 호퍼,"['돈 존슨', '버지니아 매드슨', '제니퍼 코넬리']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0125/A2529-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12529,정오의 열정
3644,15379,Missing in Action,1984,107.0,5.2,6.241185,"['Action', 'Adventure', 'Thriller', 'War']",/53BrEmZaQEsNIiBNX8L8yJES1r.jpg,애론 노리스,['척 노리스'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0153/15351_P01_140305.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=15351,대특명 3
3645,12764,Missing in Action 2: The Beginning,1985,65.0,5.0,9.110348,"['Action', 'Adventure', 'War']",/fXCXuj3zaigyGTo8oXP82M5ykf9.jpg,란스 훌,['척 노리스'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0113/A1397-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11397,대특명 <b>2</b>
3646,27352,Braddock: Missing in Action III,1988,55.0,4.8,7.362552,"['Action', 'War']",/v55D47w1rI0buKmWmIErHqqLVoC.jpg,애론 노리스,['척 노리스'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0153/15351_P01_140305.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=15351,대특명 3
3647,8348,Thunderbolt and Lightfoot,1974,113.0,6.6,8.283863,"['Action', 'Adventure', 'Comedy', 'Crime']",/ys9vfK1436huuHsUpM7MxBkX3qS.jpg,마이클 치미노,"['클린트 이스트우드', '제프 브리지스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0146/A4649-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14649,클린트이스트우드의 대도적
3648,24099,Dreamscape,1984,72.0,6.0,3.5591190000000004,"['Adventure', 'Horror', 'Science Fiction', 'Thriller']",/hMHJcjNEC7mZx2rzeS1w19d1kR8.jpg,조셉 루벤,"['데니스 퀘이드', '막스 폰 시도우', '케이트 캡쇼']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0147/A4778-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14778,드림스케이프
3649,17897,The Golden Voyage of Sinbad,1973,54.0,6.4,5.887367,"['Action', 'Adventure', 'Drama', 'Fantasy']",/2vFZTOmbsPAsjGKLH72WpCBO3RF.jpg,고든 헤슬러,"['존 필립 로우', '캐롤라인 먼로', '톰 베이커']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0155/15539_P01_162849.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=15539,신밧드의 대모험
3651,16094,House Party,1990,52.0,6.1,2.291511,"['Comedy', 'Drama']",/qKQ32fCcM7g5tLKMsLR75ZOOPmv.jpg,정소영,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/2003/200338_P01_102143.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=200338,하우스파티
3653,20343,Make Mine Music,1946,33.0,5.2,5.788405,"['Animation', 'Family', 'Music']",/20Hs0MNWxwIAhSC7gfIN2bISrZI.jpg,잭 키니,"['베니 굿맨', '스테링 할러웨이', '다이나 쇼어', '넬슨 에디', '앤드류스 시스터스', '앤디 러셀', '제리 콜로너']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0123/A2357-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12357,음악의 세계
3654,13757,Melody Time,1948,42.0,6.3,6.771814999999999,"['Music', 'Family', 'Animation']",/jvsVPD3oIDwiNDR6rK38YoEFf4h.jpg,클라이드 제로니미,"['로이 로저스', '트리거', '데니스 데이', '앤드류스 시스터스', '프레드 워링', '프레디 마틴', '프랭크 랭포드', '에델 스미스', '버디 클락', '밥 놀런']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0127/A2746-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12746,멜러디 타임
3655,11822,Nekromantik,1987,51.0,5.4,3.220487,"['Drama', 'Horror']",/xNKYPkV5965pKkiObDzp9pGKMj7.jpg,요르그 부트게라이트,"['모니카 M.', '마크 리더', '시몬네 스폴']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0317/C1769-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31769,네크로맨틱 2
3661,12706,Croupier,1998,80.0,6.7,3.9868379999999997,"['Drama', 'Thriller']",/s8wDHdBDGiBuVeQDP9mdm9u3b9U.jpg,마이크 호지스,"['클라이브 오웬', '케이트 하디']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0266/26676_P01_141700.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=26676,크루피어
3662,4244,The Kid,2000,242.0,6.0,15.045725,"['Fantasy', 'Comedy', 'Family']",/bTsn3l3QLmtKGPnOkKWpLObOgu7.jpg,김민정,[],,https://movie.naver.com/movie/bi/mi/basic.nhn?code=204251,"단편5 : 미지의 세계, 지구에서 만나요"
3663,4247,Scary Movie,2000,1468.0,6.0,12.446738,['Comedy'],/bvVmVFBVQLytK1H4TJTFdnhvf4T.jpg,말콤 D. 리,"['애슐리 티스데일', '사이먼 렉스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0667/66727_P17_115421.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66727,무서운 영화 5
3664,20770,But I'm a Cheerleader,1999,101.0,6.5,4.928139,['Comedy'],/eDGH7CHSdkrYcuUJV1e0WS9DlQL.jpg,제이미 배빗,"['나타샤 리온', '클리어 듀발', '루폴', '캐시 모리어티']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0303/30304_P02_155656.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=30304,하지만 나는 치어리더예요
3666,1052,Blow-Up,1966,227.0,7.3,10.59036,"['Drama', 'Mystery', 'Thriller']",/7zvq6rcS5VVmPDlciJbSFsmt1CL.jpg,파코 레온,"['미구엘 알시바르', '마리아 레온']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0991/99124_P03_180542.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=99124,카르미나의 살라망카
3667,20540,The Pawnbroker,1965,31.0,7.3,2.58471,['Drama'],/mBdFO2DLxyDyz14zjeiZOu6NG7R.jpg,시드니 루멧,"['로드 스테이거', '제럴딘 피처럴드']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0124/A2421-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12421,전당포
3669,1788,Footloose,1984,525.0,6.4,10.403992,"['Drama', 'Family', 'Music', 'Romance']",/79iEen28ai1rsXvOVWRJuHrsexO.jpg,제프리 슈왈츠,"['크레이그 브로워', '지아 콜론', '패트릭 플러거']",,https://movie.naver.com/movie/bi/mi/basic.nhn?code=104082,점프 백: 리-이매지닝 '풋루스'
3670,32275,Duel in the Sun,1946,38.0,6.2,8.441279,['Western'],/r2UEzfXJPuvveQZxDUuJpoqMIcs.jpg,킹 비더,"['제니퍼 존스', '조셉 거튼', '그레고리 펙', '라이오넬 베리모어', '허버트 마르샬', '릴리언 기시', '월터 휴스턴', '찰스 빅포드']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0135/13565_P08_142359.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13565,백주의 결투
3671,36657,X-Men,2000,4172.0,6.8,0.954467,"['Adventure', 'Action', 'Science Fiction']",/k01Q6ATbfzNJgw4Zuoj0LTY3T9x.jpg,조쉬 분,"['안야 테일러 조이', '메이지 윌리암스', '찰리 히튼', '헨리 자가', '블루 헌트', '앨리스 브라가']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1642/164299_P10_111319.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164299,뉴 뮤턴트
3676,2655,What Lies Beneath,2000,504.0,6.3,9.500497,"['Drama', 'Horror', 'Mystery', 'Thriller']",/A1mrfm8LEv7L28q50ld8QI5z9Iu.jpg,블라디미르 드 퐁트네,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/1385/138521_P00_180308.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=138521,왓 라이즈 비니스 더 스카이
3677,12599,Pokémon: The Movie 2000,1999,201.0,6.4,7.554848,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']",/jrwTeoEHCmFEr0J9HENdPAR3dEq.jpg,,,,,
3679,93,Anatomy of a Murder,1959,207.0,7.7,9.473772,"['Crime', 'Drama', 'Mystery', 'Thriller']",/kDFnM2zlHZirR2ItTo56lyrxuAS.jpg,오토 프레밍거,"['제임스 스튜어트', '리 레믹']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0134/A3449-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13449,살인자의 해부
3680,9278,Freejack,1992,91.0,5.0,10.272925,['Science Fiction'],/qS3AfhwDLVpZVOr80kNxPHIv8gE.jpg,제프 머피,"['에밀리오 에스테베즈', '믹 재거', '르네 루소', '안소니 홉킨스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0115/A1500-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11500,프리잭
3684,18118,Mackenna's Gold,1969,44.0,6.4,4.137836,"['Adventure', 'Action', 'Western']",/cMYf7OQup0qlbD3oJB8PjFwTeiC.jpg,J. 리 톰슨,"['그레고리 펙', '텔리 사바라스', '오마 샤리프', '줄리 뉴마']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0168/A6873-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16873,맥켄나의 황금
3685,11940,Sinbad and the Eye of the Tiger,1977,39.0,6.3,3.5026550000000003,"['Action', 'Adventure', 'Family', 'Fantasy', 'Science Fiction']",/oahAmW8yKUhuF4IYJPz8f0AQoms.jpg,샘 워너메이커,['패트릭 웨인'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0623/F2322-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62322,신밧드와 마법의 눈
3686,24167,Two Women,1960,63.0,7.6,4.371898000000001,['Drama'],/zJDOKY7IWmcQvYRKUd71Fz6lV3g.jpg,바산스 S. 사이,"['푸자 쿠마르', '파드마프리야']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1710/171020_P01_180644.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171020,시바란자니 앤드 투 아더 우먼
3687,10276,What About Bob?,1991,265.0,6.7,11.787942,['Comedy'],/fopJnM6MCZilYM6nRpglWdFndt1.jpg,프랭크 오즈,"['빌 머레이', '리차드 드레이퓨즈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0166/A6652-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16652,밥에게 무슨 일이 생겼나
3688,19380,White Sands,1992,30.0,5.5,3.181492,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",/qUqA8gJYSN4UfI4Ghc1ha3dRKvN.jpg,로저 도널드슨,"['윌렘 대포', '메리 엘리자베스 매스트란토니오', '미키 루크']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0132/A3242-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13242,화이트 샌드
3689,13783,Breaker Morant,1980,37.0,7.2,6.313297,"['Drama', 'History', 'War']",/vhiLZ6vfEqiQrSWh0u6yAna0G2b.jpg,브루스 베레스포드,"['에드워드 우드워드', '잭 톰슨', '존 워터스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0133/A3390-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13390,파괴자 모랜트
3690,11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972,218.0,6.6,5.378481,['Comedy'],/oj0uS7uBeInJDFEM5jwHnnlzJo3.jpg,애덤 제이 엡스타인,"['라이언 핑크스톤', '마이클 세라']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0518/51838_P01_231947.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51838,익스트림 무비
3691,15867,Interiors,1978,92.0,6.7,4.515797,['Drama'],/ykwQHyjAAgYEVKjMulWnrd3EOze.jpg,,[],,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36087,내부 세계
3692,11686,Love and Death,1975,176.0,7.5,5.165666000000001,"['History', 'Comedy']",/qRNisGLmcHoEvMjzcvVlcdCnOhO.jpg,딘 골드,[],https://ssl.pstatic.net/imgmovie/mdi/mit110/2057/205746_P01_165841.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=205746,더 러브 앤 데스 오브 요세프 앤 질리
3696,11830,Tampopo,1985,57.0,7.9,4.459095,['Comedy'],/83cU1xw5vpDOsmONzVU7nyLr2mI.jpg,이타미 주조,"['야마자키 츠토무', '미야모토 노부코', '야쿠쇼 코지']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0124/A2466-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12466,담뽀뽀
3698,12107,Nutty Professor II: The Klumps,2000,338.0,4.7,6.671316,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",/1kDbqYW2Kz5CWSvMUbQblAsIKGc.jpg,피터 시걸,"['에디 머피', '자넷 잭슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0296/B9662-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29662,너티 프로페서 2
3699,10401,The Girl on the Bridge,1999,34.0,7.1,1.917227,"['Drama', 'Comedy', 'Romance']",/ld5VGPwRsAvi6Gsv2tS0RCBQgZT.jpg,빠트리스 르꽁트,"['바네사 파라디', '다니엘 오떼유']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0273/B7321-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=27321,걸 온 더 브릿지
3701,10641,Autumn in New York,2000,144.0,5.7,7.420422,"['Drama', 'Romance']",/tQ5ze794HtDjxTxYVxHRn7AzbSL.jpg,조안 첸,"['리차드 기어', '위노나 라이더']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0304/C0487-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=30487,뉴욕의 가을
3702,6282,Coyote Ugly,2000,590.0,5.8,15.650835999999998,"['Comedy', 'Drama', 'Music', 'Romance']",/15A92dWMP4anntYpAQ0Mzq7wtru.jpg,데이빗 맥낼리,"['파이퍼 페라보', '아담 가르시아', '마리아 벨로', '멜라니 린스키']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0306/30685_P19_155922.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=30685,코요테 어글리
3703,9383,Hollow Man,2000,645.0,5.6,7.912103,"['Action', 'Science Fiction', 'Thriller']",/gBQyPpUztIJWt2Q6r1wTqcYeo6x.jpg,곤잘로 로페즈 갈레고,"['패트릭 윌슨', '린 콜린스', '이안 맥쉐인']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1106/110635_P01_163421.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=110635,더 할로우 포인트
